,lob,geo,month,seg,startchannel,journey,sankey
142,Credit Cards,Asia,Dec-19,Segment3,web,Payment Journey,"[['Payments', 'Bill Payment', 29500.0], ['Bill Payment', '3rd Party Payments', 6417.525862226085], ['Bill Payment', 'Card Bill Pay', 4486.0730177346395], ['Bill Payment', 'Payment History', 18596.401120039274], ['3rd Party Payments', 'View scheduled payments', 6417.525862226085], ['Card Bill Pay', 'Payment Successful', 1505.3803748112368], ['Card Bill Pay', 'Payment Failure', 2980.692642923403], ['Payment History', 'View ebill statement', 18596.401120039274], ['View scheduled payments', 'Cancel Payment', 1630.6768898637808], ['View scheduled payments', 'View scheduled - Drop Off', 4786.848972362304], ['Payment Successful', 'Payment Successful - Drop Off', 1505.3803748112368], ['Payment Failure', 'Contact Customer Care', 868.8707316155765], ['Payment Failure', 'Payment Failure - Drop Off', 2111.8219113078267], ['View ebill statement', 'View Ebill Statement - Drop Off', 8127.31871879854], ['View ebill statement', 'Bill Enquiry', 10469.082401240734], ['Cancel Payment', 'Chat1', 782.4323040155081], ['Cancel Payment', 'Cancel Payment - Drop Off', 848.2445858482727], ['Contact Customer Care', 'Chat2', 124.8203818983662], ['Contact Customer Care', 'IVR2', 744.0503497172102], ['Bill Enquiry', 'Chat3', 4360.636972662497], ['Bill Enquiry', 'IVR3', 6108.4454285782385], ['Chat1', 'Chat1 - Drop Off', 782.4323040155081], ['Chat2', 'Chat2 - Drop Off', 27.79305618914835], ['Chat2', 'IVR1', 36.27089756066125], ['Chat2', 'Branch1', 60.756428148556594], ['IVR2', 'IVR2 - Drop Off', 66.8244256038953], ['IVR2', 'Phone1', 677.2259241133149], ['Chat3', 'Chat3 - Drop Off', 4360.636972662497], ['IVR3', 'IVR3 - Drop Off', 5103.172034113375], ['IVR3', 'Phone2', 1005.2733944648628], ['IVR1', 'IVR1 - Drop Off', 12.314454564036838], ['IVR1', 'Branch1 - Drop Off', 23.956442996624407], ['Phone1', 'Phone1 - Drop Off', 407.07349561500973], ['Phone1', 'Branch2', 270.1524284983052], ['Phone2', 'Phone2 - Drop Off', 1005.2733944648628]]"
143,Credit Cards,Asia,Dec-19,Segment4,web,Payment Journey,"[['Payments', 'Bill Payment', 41000.0], ['Bill Payment', '3rd Party Payments', 16482.502336251815], ['Bill Payment', 'Card Bill Pay', 15833.720339487316], ['Bill Payment', 'Payment History', 8683.777324260862], ['3rd Party Payments', 'View scheduled payments', 16482.502336251815], ['Card Bill Pay', 'Payment Successful', 3657.3206428572144], ['Card Bill Pay', 'Payment Failure', 12176.399696630102], ['Payment History', 'View ebill statement', 8683.777324260862], ['View scheduled payments', 'Cancel Payment', 9727.68956115255], ['View scheduled payments', 'View scheduled - Drop Off', 6754.8127750992635], ['Payment Successful', 'Payment Successful - Drop Off', 3657.3206428572144], ['Payment Failure', 'Contact Customer Care', 11332.59100962131], ['Payment Failure', 'Payment Failure - Drop Off', 843.8086870087924], ['View ebill statement', 'View Ebill Statement - Drop Off', 3567.097621535481], ['View ebill statement', 'Bill Enquiry', 5116.6797027253815], ['Cancel Payment', 'Chat1', 3870.981786448725], ['Cancel Payment', 'Cancel Payment - Drop Off', 5856.7077747038265], ['Contact Customer Care', 'Chat2', 10208.249911604533], ['Contact Customer Care', 'IVR2', 1124.3410980167782], ['Bill Enquiry', 'Chat3', 4068.78289510534], ['Bill Enquiry', 'IVR3', 1047.896807620042], ['Chat1', 'Chat1 - Drop Off', 3870.981786448725], ['Chat2', 'Chat2 - Drop Off', 5204.079657153542], ['Chat2', 'IVR1', 336.8315437691196], ['Chat2', 'Branch1', 4667.338710681871], ['IVR2', 'IVR2 - Drop Off', 565.8902636198244], ['IVR2', 'Phone1', 558.4508343969538], ['Chat3', 'Chat3 - Drop Off', 4068.78289510534], ['IVR3', 'IVR3 - Drop Off', 723.8615281832874], ['IVR3', 'Phone2', 324.0352794367545], ['IVR1', 'IVR1 - Drop Off', 250.1046291420147], ['IVR1', 'Branch1 - Drop Off', 86.72691462710488], ['Phone1', 'Phone1 - Drop Off', 473.4980769271786], ['Phone1', 'Branch2', 84.95275746977522], ['Phone2', 'Phone2 - Drop Off', 324.0352794367545]]"
144,Credit Cards,Europe,Jan-19,Segment1,web,Payment Journey,"[['Payments', 'Bill Payment', 27500.0], ['Bill Payment', '3rd Party Payments', 11508.545422116713], ['Bill Payment', 'Card Bill Pay', 14738.39753404043], ['Bill Payment', 'Payment History', 1253.0570438428565], ['3rd Party Payments', 'View scheduled payments', 11508.545422116713], ['Card Bill Pay', 'Payment Successful', 11556.749032621665], ['Card Bill Pay', 'Payment Failure', 3181.6485014187665], ['Payment History', 'View ebill statement', 1253.0570438428565], ['View scheduled payments', 'Cancel Payment', 5802.180357043807], ['View scheduled payments', 'View scheduled - Drop Off', 5706.365065072906], ['Payment Successful', 'Payment Successful - Drop Off', 11556.749032621665], ['Payment Failure', 'Contact Customer Care', 1409.46976558445], ['Payment Failure', 'Payment Failure - Drop Off', 1772.1787358343165], ['View ebill statement', 'View Ebill Statement - Drop Off', 1188.50129905961], ['View ebill statement', 'Bill Enquiry', 64.55574478324657], ['Cancel Payment', 'Chat1', 957.0686907420114], ['Cancel Payment', 'Cancel Payment - Drop Off', 4845.111666301796], ['Contact Customer Care', 'Chat2', 490.9471848831028], ['Contact Customer Care', 'IVR2', 918.5225807013471], ['Bill Enquiry', 'Chat3', 54.4073202555448], ['Bill Enquiry', 'IVR3', 10.148424527701764], ['Chat1', 'Chat1 - Drop Off', 957.0686907420114], ['Chat2', 'Chat2 - Drop Off', 65.78708600518044], ['Chat2', 'IVR1', 169.52422459609028], ['Chat2', 'Branch1', 255.6358742818321], ['IVR2', 'IVR2 - Drop Off', 404.170683464139], ['IVR2', 'Phone1', 514.351897237208], ['Chat3', 'Chat3 - Drop Off', 54.4073202555448], ['IVR3', 'IVR3 - Drop Off', 6.083352403978568], ['IVR3', 'Phone2', 4.065072123723195], ['IVR1', 'IVR1 - Drop Off', 22.779763443549548], ['IVR1', 'Branch1 - Drop Off', 146.74446115254074], ['Phone1', 'Phone1 - Drop Off', 136.33419946246838], ['Phone1', 'Branch2', 378.0176977747397], ['Phone2', 'Phone2 - Drop Off', 4.065072123723195]]"
145,Credit Cards,Europe,Jan-19,Segment2,web,Payment Journey,"[['Payments', 'Bill Payment', 19000.0], ['Bill Payment', '3rd Party Payments', 2054.2458159790017], ['Bill Payment', 'Card Bill Pay', 9338.406347773536], ['Bill Payment', 'Payment History', 7607.347836247464], ['3rd Party Payments', 'View scheduled payments', 2054.2458159790017], ['Card Bill Pay', 'Payment Successful', 4227.272125734309], ['Card Bill Pay', 'Payment Failure', 5111.134222039229], ['Payment History', 'View ebill statement', 7607.347836247464], ['View scheduled payments', 'Cancel Payment', 1796.669722068595], ['View scheduled payments', 'View scheduled - Drop Off', 257.57609391040666], ['Payment Successful', 'Payment Successful - Drop Off', 4227.272125734309], ['Payment Failure', 'Contact Customer Care', 5028.0676655624275], ['Payment Failure', 'Payment Failure - Drop Off', 83.06655647680155], ['View ebill statement', 'View Ebill Statement - Drop Off', 6555.119045934474], ['View ebill statement', 'Bill Enquiry', 1052.2287903129895], ['Cancel Payment', 'Chat1', 925.4375944616095], ['Cancel Payment', 'Cancel Payment - Drop Off', 871.2321276069854], ['Contact Customer Care', 'Chat2', 2793.362381466043], ['Contact Customer Care', 'IVR2', 2234.7052840963847], ['Bill Enquiry', 'Chat3', 838.8803777941177], ['Bill Enquiry', 'IVR3', 213.34841251887187], ['Chat1', 'Chat1 - Drop Off', 925.4375944616095], ['Chat2', 'Chat2 - Drop Off', 620.628062737212], ['Chat2', 'IVR1', 1251.361865322696], ['Chat2', 'Branch1', 921.3724534061349], ['IVR2', 'IVR2 - Drop Off', 37.086847576562704], ['IVR2', 'Phone1', 2197.618436519822], ['Chat3', 'Chat3 - Drop Off', 838.8803777941177], ['IVR3', 'IVR3 - Drop Off', 52.98942659475872], ['IVR3', 'Phone2', 160.35898592411314], ['IVR1', 'IVR1 - Drop Off', 231.07679057245355], ['IVR1', 'Branch1 - Drop Off', 1020.2850747502425], ['Phone1', 'Phone1 - Drop Off', 962.836882140615], ['Phone1', 'Branch2', 1234.7815543792071], ['Phone2', 'Phone2 - Drop Off', 160.35898592411314]]"
146,Credit Cards,Europe,Jan-19,Segment3,web,Payment Journey,"[['Payments', 'Bill Payment', 42000.0], ['Bill Payment', '3rd Party Payments', 17286.30987736688], ['Bill Payment', 'Card Bill Pay', 8920.240756905238], ['Bill Payment', 'Payment History', 15793.449365727882], ['3rd Party Payments', 'View scheduled payments', 17286.30987736688], ['Card Bill Pay', 'Payment Successful', 5161.922961749029], ['Card Bill Pay', 'Payment Failure', 3758.3177951562075], ['Payment History', 'View ebill statement', 15793.449365727882], ['View scheduled payments', 'Cancel Payment', 5291.65500944501], ['View scheduled payments', 'View scheduled - Drop Off', 11994.654867921869], ['Payment Successful', 'Payment Successful - Drop Off', 5161.922961749029], ['Payment Failure', 'Contact Customer Care', 1983.1401128246296], ['Payment Failure', 'Payment Failure - Drop Off', 1775.177682331578], ['View ebill statement', 'View Ebill Statement - Drop Off', 5136.978397119279], ['View ebill statement', 'Bill Enquiry', 10656.4709686086], ['Cancel Payment', 'Chat1', 2333.414156782707], ['Cancel Payment', 'Cancel Payment - Drop Off', 2958.240852662304], ['Contact Customer Care', 'Chat2', 415.33154319019957], ['Contact Customer Care', 'IVR2', 1567.80856963443], ['Bill Enquiry', 'Chat3', 7321.803470981392], ['Bill Enquiry', 'IVR3', 3334.6674976272084], ['Chat1', 'Chat1 - Drop Off', 2333.414156782707], ['Chat2', 'Chat2 - Drop Off', 12.72172881185442], ['Chat2', 'IVR1', 369.3746228557943], ['Chat2', 'Branch1', 33.235191522550814], ['IVR2', 'IVR2 - Drop Off', 1227.2253229366556], ['IVR2', 'Phone1', 340.58324669777426], ['Chat3', 'Chat3 - Drop Off', 7321.803470981392], ['IVR3', 'IVR3 - Drop Off', 2074.538760095764], ['IVR3', 'Phone2', 1260.1287375314446], ['IVR1', 'IVR1 - Drop Off', 175.34110709328598], ['IVR1', 'Branch1 - Drop Off', 194.03351576250833], ['Phone1', 'Phone1 - Drop Off', 306.4059251384098], ['Phone1', 'Branch2', 34.17732155936443], ['Phone2', 'Phone2 - Drop Off', 1260.1287375314446]]"
147,Credit Cards,Europe,Jan-19,Segment4,web,Payment Journey,"[['Payments', 'Bill Payment', 22000.0], ['Bill Payment', '3rd Party Payments', 11411.304028000906], ['Bill Payment', 'Card Bill Pay', 9749.268124901519], ['Bill Payment', 'Payment History', 839.427847097576], ['3rd Party Payments', 'View scheduled payments', 11411.304028000906], ['Card Bill Pay', 'Payment Successful', 4913.761606717348], ['Card Bill Pay', 'Payment Failure', 4835.506518184172], ['Payment History', 'View ebill statement', 839.427847097576], ['View scheduled payments', 'Cancel Payment', 1635.2617746931296], ['View scheduled payments', 'View scheduled - Drop Off', 9776.042253307776], ['Payment Successful', 'Payment Successful - Drop Off', 4913.761606717348], ['Payment Failure', 'Contact Customer Care', 2466.699990707662], ['Payment Failure', 'Payment Failure - Drop Off', 2368.80652747651], ['View ebill statement', 'View Ebill Statement - Drop Off', 537.6926621482204], ['View ebill statement', 'Bill Enquiry', 301.7351849493555], ['Cancel Payment', 'Chat1', 241.80534718048168], ['Cancel Payment', 'Cancel Payment - Drop Off', 1393.456427512648], ['Contact Customer Care', 'Chat2', 887.647412043127], ['Contact Customer Care', 'IVR2', 1579.0525786645348], ['Bill Enquiry', 'Chat3', 47.788009563808814], ['Bill Enquiry', 'IVR3', 253.9471753855467], ['Chat1', 'Chat1 - Drop Off', 241.80534718048168], ['Chat2', 'Chat2 - Drop Off', 120.27030283773334], ['Chat2', 'IVR1', 214.93349055501227], ['Chat2', 'Branch1', 552.4436186503814], ['IVR2', 'IVR2 - Drop Off', 1124.181634695431], ['IVR2', 'Phone1', 454.8709439691038], ['Chat3', 'Chat3 - Drop Off', 47.788009563808814], ['IVR3', 'IVR3 - Drop Off', 54.16736711129979], ['IVR3', 'Phone2', 199.77980827424693], ['IVR1', 'IVR1 - Drop Off', 74.93605537727015], ['IVR1', 'Branch1 - Drop Off', 139.9974351777421], ['Phone1', 'Phone1 - Drop Off', 109.27416909480115], ['Phone1', 'Branch2', 345.5967748743027], ['Phone2', 'Phone2 - Drop Off', 199.77980827424693]]"
148,Credit Cards,Europe,Feb-19,Segment1,web,Payment Journey,"[['Payments', 'Bill Payment', 11000.0], ['Bill Payment', '3rd Party Payments', 1581.0638146447282], ['Bill Payment', 'Card Bill Pay', 7835.36586352487], ['Bill Payment', 'Payment History', 1583.5703218304018], ['3rd Party Payments', 'View scheduled payments', 1581.0638146447282], ['Card Bill Pay', 'Payment Successful', 5100.591151725754], ['Card Bill Pay', 'Payment Failure', 2734.7747117991166], ['Payment History', 'View ebill statement', 1583.5703218304018], ['View scheduled payments', 'Cancel Payment', 318.94232839903754], ['View scheduled payments', 'View scheduled - Drop Off', 1262.1214862456907], ['Payment Successful', 'Payment Successful - Drop Off', 5100.591151725754], ['Payment Failure', 'Contact Customer Care', 2118.8429033159787], ['Payment Failure', 'Payment Failure - Drop Off', 615.9318084831383], ['View ebill statement', 'View Ebill Statement - Drop Off', 1012.1855443387467], ['View ebill statement', 'Bill Enquiry', 571.384777491655], ['Cancel Payment', 'Chat1', 104.21968747416062], ['Cancel Payment', 'Cancel Payment - Drop Off', 214.7226409248769], ['Contact Customer Care', 'Chat2', 1222.3183259545576], ['Contact Customer Care', 'IVR2', 896.5245773614207], ['Bill Enquiry', 'Chat3', 176.4068201110491], ['Bill Enquiry', 'IVR3', 394.9779573806059], ['Chat1', 'Chat1 - Drop Off', 104.21968747416062], ['Chat2', 'Chat2 - Drop Off', 89.88913889559608], ['Chat2', 'IVR1', 478.03310731981753], ['Chat2', 'Branch1', 654.3960797391439], ['IVR2', 'IVR2 - Drop Off', 652.150852404099], ['IVR2', 'Phone1', 244.37372495732168], ['Chat3', 'Chat3 - Drop Off', 176.4068201110491], ['IVR3', 'IVR3 - Drop Off', 131.23976486946256], ['IVR3', 'Phone2', 263.7381925111434], ['IVR1', 'IVR1 - Drop Off', 440.635748417314], ['IVR1', 'Branch1 - Drop Off', 37.397358902503505], ['Phone1', 'Phone1 - Drop Off', 14.027799829273807], ['Phone1', 'Branch2', 230.3459251280479], ['Phone2', 'Phone2 - Drop Off', 263.7381925111434]]"
149,Credit Cards,Europe,Feb-19,Segment2,web,Payment Journey,"[['Payments', 'Bill Payment', 15000.0], ['Bill Payment', '3rd Party Payments', 7150.192410909051], ['Bill Payment', 'Card Bill Pay', 1702.9744408761198], ['Bill Payment', 'Payment History', 6146.833148214829], ['3rd Party Payments', 'View scheduled payments', 7150.192410909051], ['Card Bill Pay', 'Payment Successful', 867.3124616702082], ['Card Bill Pay', 'Payment Failure', 835.6619792059116], ['Payment History', 'View ebill statement', 6146.833148214829], ['View scheduled payments', 'Cancel Payment', 156.92659330964423], ['View scheduled payments', 'View scheduled - Drop Off', 6993.265817599408], ['Payment Successful', 'Payment Successful - Drop Off', 867.3124616702082], ['Payment Failure', 'Contact Customer Care', 447.02178051136536], ['Payment Failure', 'Payment Failure - Drop Off', 388.6401986945463], ['View ebill statement', 'View Ebill Statement - Drop Off', 3542.3757139354125], ['View ebill statement', 'Bill Enquiry', 2604.4574342794162], ['Cancel Payment', 'Chat1', 155.50018047709673], ['Cancel Payment', 'Cancel Payment - Drop Off', 1.4264128325475118], ['Contact Customer Care', 'Chat2', 243.96869859071057], ['Contact Customer Care', 'IVR2', 203.05308192065473], ['Bill Enquiry', 'Chat3', 41.974652276601695], ['Bill Enquiry', 'IVR3', 2562.4827820028145], ['Chat1', 'Chat1 - Drop Off', 155.50018047709673], ['Chat2', 'Chat2 - Drop Off', 38.575087132182446], ['Chat2', 'IVR1', 64.12111446733553], ['Chat2', 'Branch1', 141.27249699119258], ['IVR2', 'IVR2 - Drop Off', 131.53441798471715], ['IVR2', 'Phone1', 71.51866393593758], ['Chat3', 'Chat3 - Drop Off', 41.974652276601695], ['IVR3', 'IVR3 - Drop Off', 1615.2678508738638], ['IVR3', 'Phone2', 947.2149311289506], ['IVR1', 'IVR1 - Drop Off', 39.30939008018535], ['IVR1', 'Branch1 - Drop Off', 24.811724387150182], ['Phone1', 'Phone1 - Drop Off', 49.52387226778406], ['Phone1', 'Branch2', 21.99479166815353], ['Phone2', 'Phone2 - Drop Off', 947.2149311289506]]"
150,Credit Cards,Europe,Feb-19,Segment3,web,Payment Journey,"[['Payments', 'Bill Payment', 27000.0], ['Bill Payment', '3rd Party Payments', 3014.5477870032187], ['Bill Payment', 'Card Bill Pay', 19678.797094637594], ['Bill Payment', 'Payment History', 4306.655118359186], ['3rd Party Payments', 'View scheduled payments', 3014.5477870032187], ['Card Bill Pay', 'Payment Successful', 11273.266003083538], ['Card Bill Pay', 'Payment Failure', 8405.531091554056], ['Payment History', 'View ebill statement', 4306.655118359186], ['View scheduled payments', 'Cancel Payment', 2559.830428517383], ['View scheduled payments', 'View scheduled - Drop Off', 454.7173584858355], ['Payment Successful', 'Payment Successful - Drop Off', 11273.266003083538], ['Payment Failure', 'Contact Customer Care', 7574.313785899414], ['Payment Failure', 'Payment Failure - Drop Off', 831.2173056546418], ['View ebill statement', 'View Ebill Statement - Drop Off', 4057.128069348671], ['View ebill statement', 'Bill Enquiry', 249.52704901051533], ['Cancel Payment', 'Chat1', 1244.323989678549], ['Cancel Payment', 'Cancel Payment - Drop Off', 1315.506438838834], ['Contact Customer Care', 'Chat2', 3829.269336929279], ['Contact Customer Care', 'IVR2', 3745.0444489701354], ['Bill Enquiry', 'Chat3', 88.09521531172898], ['Bill Enquiry', 'IVR3', 161.43183369878636], ['Chat1', 'Chat1 - Drop Off', 1244.323989678549], ['Chat2', 'Chat2 - Drop Off', 1155.772928555311], ['Chat2', 'IVR1', 1699.6241842090103], ['Chat2', 'Branch1', 973.8722241649581], ['IVR2', 'IVR2 - Drop Off', 600.4966503462601], ['IVR2', 'Phone1', 3144.547798623875], ['Chat3', 'Chat3 - Drop Off', 88.09521531172898], ['IVR3', 'IVR3 - Drop Off', 71.33487780582281], ['IVR3', 'Phone2', 90.09695589296355], ['IVR1', 'IVR1 - Drop Off', 905.0994559527535], ['IVR1', 'Branch1 - Drop Off', 794.5247282562567], ['Phone1', 'Phone1 - Drop Off', 1335.7912219037346], ['Phone1', 'Branch2', 1808.7565767201409], ['Phone2', 'Phone2 - Drop Off', 90.09695589296355]]"
151,Credit Cards,Europe,Feb-19,Segment4,web,Payment Journey,"[['Payments', 'Bill Payment', 40000.0], ['Bill Payment', '3rd Party Payments', 18436.120505755593], ['Bill Payment', 'Card Bill Pay', 4610.8066404979845], ['Bill Payment', 'Payment History', 16953.07285374642], ['3rd Party Payments', 'View scheduled payments', 18436.120505755593], ['Card Bill Pay', 'Payment Successful', 2615.2895661838443], ['Card Bill Pay', 'Payment Failure', 1995.5170743141402], ['Payment History', 'View ebill statement', 16953.07285374642], ['View scheduled payments', 'Cancel Payment', 9915.036708982188], ['View scheduled payments', 'View scheduled - Drop Off', 8521.083796773402], ['Payment Successful', 'Payment Successful - Drop Off', 2615.2895661838443], ['Payment Failure', 'Contact Customer Care', 771.6352030829412], ['Payment Failure', 'Payment Failure - Drop Off', 1223.881871231199], ['View ebill statement', 'View Ebill Statement - Drop Off', 1119.4096021488574], ['View ebill statement', 'Bill Enquiry', 15833.663251597563], ['Cancel Payment', 'Chat1', 2671.5242989766757], ['Cancel Payment', 'Cancel Payment - Drop Off', 7243.512410005513], ['Contact Customer Care', 'Chat2', 160.77235002294347], ['Contact Customer Care', 'IVR2', 610.8628530599977], ['Bill Enquiry', 'Chat3', 11853.416186581333], ['Bill Enquiry', 'IVR3', 3980.24706501623], ['Chat1', 'Chat1 - Drop Off', 2671.5242989766757], ['Chat2', 'Chat2 - Drop Off', 32.39913500205727], ['Chat2', 'IVR1', 73.25176775163793], ['Chat2', 'Branch1', 55.12144726924827], ['IVR2', 'IVR2 - Drop Off', 79.98444210147075], ['IVR2', 'Phone1', 530.878410958527], ['Chat3', 'Chat3 - Drop Off', 11853.416186581333], ['IVR3', 'IVR3 - Drop Off', 2934.4737660022347], ['IVR3', 'Phone2', 1045.773299013996], ['IVR1', 'IVR1 - Drop Off', 64.53842050731181], ['IVR1', 'Branch1 - Drop Off', 8.713347244326112], ['Phone1', 'Phone1 - Drop Off', 119.68451633875313], ['Phone1', 'Branch2', 411.1938946197738], ['Phone2', 'Phone2 - Drop Off', 1045.773299013996]]"
152,Credit Cards,Europe,Mar-19,Segment1,web,Payment Journey,"[['Payments', 'Bill Payment', 28500.0], ['Bill Payment', '3rd Party Payments', 6019.494088956731], ['Bill Payment', 'Card Bill Pay', 10296.122910933087], ['Bill Payment', 'Payment History', 12184.383000110183], ['3rd Party Payments', 'View scheduled payments', 6019.494088956731], ['Card Bill Pay', 'Payment Successful', 5533.5907585301975], ['Card Bill Pay', 'Payment Failure', 4762.532152402889], ['Payment History', 'View ebill statement', 12184.383000110183], ['View scheduled payments', 'Cancel Payment', 5694.421860482473], ['View scheduled payments', 'View scheduled - Drop Off', 325.0722284742579], ['Payment Successful', 'Payment Successful - Drop Off', 5533.5907585301975], ['Payment Failure', 'Contact Customer Care', 978.6249241850869], ['Payment Failure', 'Payment Failure - Drop Off', 3783.907228217802], ['View ebill statement', 'View Ebill Statement - Drop Off', 5869.948341639811], ['View ebill statement', 'Bill Enquiry', 6314.434658470373], ['Cancel Payment', 'Chat1', 1714.8063763120024], ['Cancel Payment', 'Cancel Payment - Drop Off', 3979.6154841704706], ['Contact Customer Care', 'Chat2', 13.382089688809698], ['Contact Customer Care', 'IVR2', 965.2428344962772], ['Bill Enquiry', 'Chat3', 1348.3204873204702], ['Bill Enquiry', 'IVR3', 4966.114171149902], ['Chat1', 'Chat1 - Drop Off', 1714.8063763120024], ['Chat2', 'Chat2 - Drop Off', 1.7767978628525871], ['Chat2', 'IVR1', 0.3439201333469275], ['Chat2', 'Branch1', 11.261371692610185], ['IVR2', 'IVR2 - Drop Off', 526.9918518654765], ['IVR2', 'Phone1', 438.2509826308006], ['Chat3', 'Chat3 - Drop Off', 1348.3204873204702], ['IVR3', 'IVR3 - Drop Off', 2854.750792223701], ['IVR3', 'Phone2', 2111.363378926201], ['IVR1', 'IVR1 - Drop Off', 0.16091925701015383], ['IVR1', 'Branch1 - Drop Off', 0.18300087633677367], ['Phone1', 'Phone1 - Drop Off', 169.30039586965708], ['Phone1', 'Branch2', 268.9505867611436], ['Phone2', 'Phone2 - Drop Off', 2111.363378926201]]"
153,Credit Cards,Europe,Mar-19,Segment2,web,Payment Journey,"[['Payments', 'Bill Payment', 26500.0], ['Bill Payment', '3rd Party Payments', 18934.79422230761], ['Bill Payment', 'Card Bill Pay', 2696.2112917323666], ['Bill Payment', 'Payment History', 4868.994485960021], ['3rd Party Payments', 'View scheduled payments', 18934.79422230761], ['Card Bill Pay', 'Payment Successful', 1056.7402835092846], ['Card Bill Pay', 'Payment Failure', 1639.4710082230822], ['Payment History', 'View ebill statement', 4868.994485960021], ['View scheduled payments', 'Cancel Payment', 15251.200269036588], ['View scheduled payments', 'View scheduled - Drop Off', 3683.5939532710227], ['Payment Successful', 'Payment Successful - Drop Off', 1056.7402835092846], ['Payment Failure', 'Contact Customer Care', 479.26159759851885], ['Payment Failure', 'Payment Failure - Drop Off', 1160.2094106245634], ['View ebill statement', 'View Ebill Statement - Drop Off', 4810.589833638747], ['View ebill statement', 'Bill Enquiry', 58.40465232127309], ['Cancel Payment', 'Chat1', 6957.901703183706], ['Cancel Payment', 'Cancel Payment - Drop Off', 8293.298565852883], ['Contact Customer Care', 'Chat2', 423.1005366958334], ['Contact Customer Care', 'IVR2', 56.16106090268554], ['Bill Enquiry', 'Chat3', 11.640023043710475], ['Bill Enquiry', 'IVR3', 46.76462927756261], ['Chat1', 'Chat1 - Drop Off', 6957.901703183706], ['Chat2', 'Chat2 - Drop Off', 219.2979805105754], ['Chat2', 'IVR1', 37.75629484094928], ['Chat2', 'Branch1', 166.0462613443087], ['IVR2', 'IVR2 - Drop Off', 27.87044347136925], ['IVR2', 'Phone1', 28.29061743131629], ['Chat3', 'Chat3 - Drop Off', 11.640023043710475], ['IVR3', 'IVR3 - Drop Off', 23.96548544912579], ['IVR3', 'Phone2', 22.799143828436826], ['IVR1', 'IVR1 - Drop Off', 19.755996950487653], ['IVR1', 'Branch1 - Drop Off', 18.000297890461628], ['Phone1', 'Phone1 - Drop Off', 13.831824062858072], ['Phone1', 'Branch2', 14.458793368458217], ['Phone2', 'Phone2 - Drop Off', 22.799143828436826]]"
154,Credit Cards,Europe,Mar-19,Segment3,web,Payment Journey,"[['Payments', 'Bill Payment', 29500.0], ['Bill Payment', '3rd Party Payments', 2958.835178580505], ['Bill Payment', 'Card Bill Pay', 9982.789205814688], ['Bill Payment', 'Payment History', 16558.375615604804], ['3rd Party Payments', 'View scheduled payments', 2958.835178580505], ['Card Bill Pay', 'Payment Successful', 4895.211688681459], ['Card Bill Pay', 'Payment Failure', 5087.577517133228], ['Payment History', 'View ebill statement', 16558.375615604804], ['View scheduled payments', 'Cancel Payment', 2191.427604175808], ['View scheduled payments', 'View scheduled - Drop Off', 767.407574404697], ['Payment Successful', 'Payment Successful - Drop Off', 4895.211688681459], ['Payment Failure', 'Contact Customer Care', 2626.10434668574], ['Payment Failure', 'Payment Failure - Drop Off', 2461.4731704474875], ['View ebill statement', 'View Ebill Statement - Drop Off', 7615.028998601176], ['View ebill statement', 'Bill Enquiry', 8943.34661700363], ['Cancel Payment', 'Chat1', 617.3308379796715], ['Cancel Payment', 'Cancel Payment - Drop Off', 1574.0967661961365], ['Contact Customer Care', 'Chat2', 837.7065636212384], ['Contact Customer Care', 'IVR2', 1788.3977830645013], ['Bill Enquiry', 'Chat3', 5327.0313574105285], ['Bill Enquiry', 'IVR3', 3616.3152595931015], ['Chat1', 'Chat1 - Drop Off', 617.3308379796715], ['Chat2', 'Chat2 - Drop Off', 38.544358575727735], ['Chat2', 'IVR1', 349.28367030740543], ['Chat2', 'Branch1', 449.87853473810526], ['IVR2', 'IVR2 - Drop Off', 564.1077588227542], ['IVR2', 'Phone1', 1224.290024241747], ['Chat3', 'Chat3 - Drop Off', 5327.0313574105285], ['IVR3', 'IVR3 - Drop Off', 1180.1904320685665], ['IVR3', 'Phone2', 2436.1248275245352], ['IVR1', 'IVR1 - Drop Off', 131.81557190260864], ['IVR1', 'Branch1 - Drop Off', 217.4680984047968], ['Phone1', 'Phone1 - Drop Off', 347.7549724818993], ['Phone1', 'Branch2', 876.5350517598476], ['Phone2', 'Phone2 - Drop Off', 2436.1248275245352]]"
